Ano;Trimestre;V4010;PNAD CONTÍNUA _COD(TÍTULO);avg_teleworkable;minimum_conditions;teleworkable_score
2019;3;3511;Técnicos em operações de tecnologia da informação e das comunicações;1;1;1
2019;3;3512;Técnicos em assistência ao usuário de tecnologia da informação e das comunicações;1;1;1
2019;3;3513;Técnicos de redes e sistemas de computadores;1;1;1
2019;3;3521;Técnicos de radiodifusão e gravação audiovisual;0.8;0.5;0.4
2019;3;4110;Escriturários gerais;1;0.6744186046511628;0.6744186046511628
2019;3;4120;Secretários (geral);1;0.75;0.75
2019;3;4132;Operadores de entrada de dados;1;0.5;0.5
2019;3;4211;Caixas de banco e afins;0;1;0
2019;3;4221;Trabalhadores de agências de viagem;0;0.3333333333333333;0
2019;3;4222;Trabalhadores de centrais de atendimento;0.3333333333333333;0.38461538461538464;0.1282051282051282
2019;3;4224;Recepcionistas de hotéis;0;0.5;0
2019;3;4311;Trabalhadores de contabilidade e cálculo de custos;0.5;0.3333333333333333;0.16666666666666666
2019;3;4312;Trabalhadores de serviços estatísticos, financeiros e de seguros;0.7142857142857143;1;0.7142857142857143
2019;3;4321;Trabalhadores de controle de abastecimento e estoques;0.2;1;0.2
2019;3;4323;Trabalhadores de serviços de transporte;1;0;0
2019;3;4414;Outros escreventes;0;1;0
2019;3;5120;Cozinheiros;0.25;0.5;0.125
2019;3;5131;Garçons;0;0.5;0
2019;3;5132;atendentes de bar;0;0.5714285714285714;0
2019;3;5141;Cabeleireiros;0;0.4166666666666667;0
2019;3;5142;Especialistas em tratamento de beleza e afins;0.25;0.5;0.125
2019;3;5153;Porteiros e zeladores;0;0.5714285714285714;0
2019;3;5164;Cuidadores de animais;0;0;0
2019;3;5211;Vendedores de quiosques e postos de mercados;0;0.5714285714285714;0
2019;3;5222;Supervisores de lojas;0;0.3333333333333333;0
2019;3;5223;Balconistas e vendedores de lojas;0;0.3888888888888889;0
2019;3;5230;Caixas e expedidores de bilhetes;0;0.5454545454545454;0
2019;3;5242;Demonstradores de lojas;0;0;0
2019;3;5244;Vendedores por telefone;1;0.5;0.5
2019;3;5246;Balconistas dos serviços de alimentação;0;0.3333333333333333;0
2019;3;5249;Vendedores não classificados anteriormente;0;0.3333333333333333;0
2019;3;5311;Cuidadores de crianças;1;0.3076923076923077;0.3076923076923077
2019;3;5312;Ajudantes de professores;1;0.8;0.8
2019;3;5321;Trabalhadores de cuidados pessoais em instituições;0;0.5;0
2019;3;5322;Trabalhadores de cuidados pessoais a domicílios;0;0.6;0
2019;3;5411;Bombeiros;0;0.5;0
2019;3;5412;Policiais;0;0;0
2019;3;5413;Guardiões de presídios;0;1;0
2019;3;5414;Guardas de segurança;0;0.52;0
2019;3;5419;Trabalhadores dos serviços de proteção e segurança não classificados anteriormente;0.14285714285714285;1;0.14285714285714285
2019;3;6111;Agricultores e trabalhadores qualificados em atividades da agricultura (exclusive hortas, viveiros e jardins);0.2;1;0.2
2019;3;7112;Pedreiros;0;0.3125;0
2019;3;7114;Trabalhadores em cimento e concreto armado;0;0;0
2019;3;7119;Outros trabalhadores qualificados e operários da construção não classificados anteriormente;0.16666666666666666;0.25;0.041666666666666664
2019;3;7126;Bombeiros e encanadores;0;0;0
2019;3;7127;Mecânicos-instaladores de sistemas de refrigeração e climatização;0;0;0
2019;3;7131;Pintores e empapeladores;0;0.4;0
2019;3;7132;Lustradores;0;0.5;0
2019;3;7211;Moldadores de metal e macheiros;0;0;0
2019;3;7212;Soldadores e oxicortadores;0;1;0
2019;3;7213;Chapistas e caldeireiros;0;0.5;0
2019;3;7222;Ferramenteiros e afins;0;0;0
2019;3;7223;Reguladores e operadores de máquinas-ferramentas;0;0.25;0
2019;3;7224;Polidores de metais e afiadores de ferramentas;0;1;0
2019;3;7231;Mecânicos e reparadores de veículos a motor;0;0.3333333333333333;0
2019;3;7233;Mecânicos e reparadores de máquinas agrícolas e industriais;0;0.4;0
2019;3;7311;Mecânicos e reparadores de instrumentos de precisão;0;1;0
2019;3;7314;Ceramistas e afins (preparação e fabricação);0;0;0
2019;3;7318;Artesãos de tecidos, couros e materiais semelhantes;0;0.5;0
2019;3;7321;Trabalhadores da pré-impressão gráfica;1;1;1
2019;3;7322;Impressores;0;0;0
2019;3;7411;Eletricistas de obras e afins;0;0.3333333333333333;0
2019;3;7412;Mecânicos e ajustadores eletricistas;0;0;0
2019;3;7421;Mecânicos e reparadores em eletrônica;0;0;0
2019;3;7422;Instaladores e reparadores em tecnologias da informação e comunicações;0;1;0
2019;3;7511;Magarefes e afins;0;0;0
2019;3;7512;Padeiros, confeiteiros e afins;0;0.6;0
2019;3;7514;Trabalhadores da conservação de frutas, legumes e similares;0;0;0
2019;3;7522;Marceneiros e afins;0;0.75;0
2019;3;7531;Alfaiates, modistas, chapeleiros e peleteiros;0;0.4;0
2019;3;7533;Costureiros, bordadeiros e afins;0;0.6666666666666666;0
2019;3;7543;Classificadores e provadores de produtos (exceto de bebidas e alimentos);0;1;0
2019;3;8122;Operadores de máquinas polidoras, galvanizadoras e recobridoras de metais;0;1;0
2019;3;8131;Operadores de instalações e máquinas de produtos químicos;0;0;0
2019;3;8141;Operadores de máquinas para fabricar produtos de borracha;0;0;0
2019;3;8153;Operadores de máquinas de costura;0;0.38461538461538464;0
2019;3;8183;Operadores de máquinas de embalagem, engarrafamento e etiquetagem;0;0;0
2019;3;8211;Mecânicos montadores de maquinaria mecânica;0;1;0
2019;3;8212;Montadores de equipamentos elétricos e eletrônicos;0;1;0
2019;3;8219;Montadores não classificados anteriormente;0;0;0
2019;3;8322;Condutores de automóveis, taxis e caminhonetes;0;0.4583333333333333;0
2019;3;8331;Condutores de ônibus e bondes;0;0.14285714285714285;0
2019;3;8332;Condutores de caminhões pesados;0;0.7777777777777778;0
2019;3;8342;Operadores de máquinas de movimentação de terras e afins;0;0;0
2019;3;8344;Operadores de empilhadeiras;0;0;0
2019;3;9111;Trabalhadores dos serviços domésticos em geral;0;0.3488372093023256;0
2019;3;9112;Trabalhadores de limpeza de interior de edifícios, escritórios, hotéis e outros estabelecimentos;0;0.41379310344827586;0
2019;3;9121;Lavadeiros de roupas e passadeiros manuais;0;0;0
2019;3;9214;Trabalhadores elementares da jardinagem e horticultura;0;0;0
2019;3;9313;Trabalhadores elementares da construção de edifícios;0;0.2727272727272727;0
2019;3;9321;empacotadores manuais;0;0.5;0
2019;3;9329;Trabalhadores elementares da indústria de transformação não classificados anteriormente;0;0.6;0
2019;3;9333;Carregadores;0.25;0.42857142857142855;0.10714285714285714
2019;3;9411;Preparadores de comidas rápidas;0;0;0
2019;3;9412;Ajudantes de cozinha;0;0.5;0
2019;3;9629;Outras ocupações elementares não classificadas anteriormente;0.25;0.5;0.125
2019;4;1211;Dirigentes financeiros;1;0.6666666666666666;0.6666666666666666
2019;4;1212;Dirigentes de recursos humanos;1;1;1
2019;4;1219;Dirigentes de administração e de serviços não classificados anteriormente;0.75;0.9333333333333333;0.7
2019;4;1221;Dirigentes de vendas e  comercialização;1;1;1
2019;4;1222;Dirigentes de publicidade e relações públicas;1;1;1
2019;4;1223;Dirigentes de pesquisa e desenvolvimento;0.8;1;0.8
2019;4;1321;Dirigentes de indústria de transformação;0;0.6666666666666666;0
2019;4;1323;Dirigentes de empresas de construção;0;1;0
2019;4;1330;Dirigentes de serviços de tecnologia da informação e comunicações;1;1;1
2019;4;1341;Dirigentes de serviços de cuidados infantis;0;1;0
2019;4;1345;Dirigentes de serviços de educação;1;1;1
2019;4;1412;Gerentes de restaurantes;0;1;0
2019;4;1431;Gerentes de centros esportivos,  de diversão e culturais;0;1;0
2019;4;2113;Químicos;0;1;0
2019;4;2142;Engenheiros civis;1;0.6666666666666666;0.6666666666666666
2019;4;2145;Engenheiros químicos;0;1;0
2019;4;2161;Arquitetos de edificações;1;1;1
2019;4;2163;Desenhistas de produtos e  vestuário;1;1;1
2019;4;2166;Desenhistas gráficos e de multimídia;1;1;1
2019;4;2211;Médicos gerais;0.06666666666666667;1;0.06666666666666667
2019;4;2212;Médicos especialistas;0.25;0.8181818181818182;0.20454545454545456
2019;4;2221;Profissionais de enfermagem;0;0.8;0
2019;4;2250;Veterinários;0;1;0
2019;4;2261;Dentistas;0;1;0
2019;4;2262;Farmacêuticos;0;1;0
2019;4;2264;Fisioterapeutas;0;1;0
2019;4;2265;Dietistas e nutricionistas;0;1;0
2019;4;2269;Profissionais da saúde não classificados anteriormente;0.375;0;0
2019;4;2310;Professores de universidades e do ensino superior;0.9714285714285714;0.8333333333333334;0.8095238095238095
2019;4;2320;Professores de formação profissional;1;1;1
2019;4;2330;Professores do ensino médio;1;1;1
2019;4;2341;Professores do ensino fundamental;1;0.7777777777777778;0.7777777777777778
2019;4;2342;Professores do ensino pré-escolar;1;0.9090909090909091;0.9090909090909091
2019;4;2351;Especialistas em métodos pedagógicos;1;0.8;0.8
2019;4;2353;Outros professores de idiomas;1;1;1
2019;4;2359;Profissionais de ensino não classificados anteriormente;1;1;1
2019;4;2411;Contadores;0.75;0.9166666666666666;0.6875
2019;4;2413;Analistas financeiros;1;0.8333333333333334;0.8333333333333334
2019;4;2421;Analistas de gestão e administração;1;0.9285714285714286;0.9285714285714286
2019;4;2422;Especialistas em políticas de administração;0.8333333333333334;1;0.8333333333333334
2019;4;2423;Especialistas em políticas e serviços de pessoal e afins;1;1;1
2019;4;2431;Profissionais da publicidade e da comercialização;1;1;1
2019;4;2433;Profissionais de vendas técnicas e médicas (exclusive tic);1;0.75;0.75
2019;4;2511;Analistas de sistemas;1;1;1
2019;4;2512;Desenvolvedores de programas e aplicativos (software);1;1;1
2019;4;2611;Advogados e juristas;1;0.9230769230769231;0.9230769230769231
2019;4;2619;Profissionais em direito não classificados anteriormente;1;1;1
2019;4;2631;Economistas;1;1;1
2019;4;2634;Psicólogos;1;0.6666666666666666;0.6666666666666666
2019;4;2635;Assistentes sociais;0.5;1;0.5
2019;4;2636;Ministros de cultos religiosos, missionários e afins;1;1;1
2019;4;2641;Escritores;1;1;1
2019;4;2642;Jornalistas;1;1;1
2019;4;2643;Tradutores, intérpretes e linguistas;0;1;0
2019;4;2656;Locutores de rádio, televisão e outros meios de comunicação;0.3333333333333333;1;0.3333333333333333
2019;4;3112;Técnicos em engenharia civil;0.25;1;0.25
2019;4;3113;Eletrotécnicos;0;0.75;0
2019;4;3115;Técnicos em engenharia mecânica;0;0.5;0
2019;4;3118;Desenhistas e projetistas técnicos;1;1;1
2019;4;3119;Técnicos em ciências físicas e da engenharia não classificados anteriormente;0;1;0
2019;4;3221;Profissionais de nível médio de enfermagem;0;0.6666666666666666;0
2019;4;3253;Trabalhadores comunitários da saúde;0;0.5;0
2019;4;3255;Técnicos e assistentes fisioterapeutas;0;1;0
2019;4;3257;Inspetores de saúde laboral, ambiental e afins;0;1;0
2019;4;3259;Profissionais de nível médio da saúde não classificados anteriormente;0.07692307692307693;1;0.07692307692307693
2019;4;3311;Agentes e corretores de bolsa, câmbio e outros serviços financeiros;1;1;1
2019;4;3313;Contabilistas e guarda livros;1;1;1
2019;4;3321;Agentes de seguros;1;1;1
2019;4;3322;Representantes comerciais;1;1;1
2019;4;3332;Organizadores de conferências e eventos;0;0.8333333333333334;0
2019;4;3334;Agentes imobiliários;0.6666666666666666;1;0.6666666666666666
2019;4;3339;Agentes de serviços comerciais não classificados anteriormente;0.7142857142857143;0;0
2019;4;3341;Supervisores de secretaria;1;0.5;0.5
2019;4;3342;Secretários jurídicos;1;1;1
2019;4;3343;Secretários executivos e administrativos;1;1;1
2019;4;3344;Secretários de medicina;1;1;1
2019;4;3353;Agentes de serviços de seguridade social;0;1;0
2019;4;3411;Profissionais de nível médio do direito e serviços legais e afins;0.8333333333333334;1;0.8333333333333334
2019;4;3422;Treinadores, instrutores e árbitros de atividades esportivas;0.5;1;0.5
2019;4;3423;Instrutores de educação física e atividades recreativas;0.5;1;0.5
2019;4;3431;Fotógrafos;1;1;1
2019;4;3432;Desenhistas e decoradores de interiores;0.6666666666666666;0.6666666666666666;0.4444444444444444
2019;4;3511;Técnicos em operações de tecnologia da informação e das comunicações;1;0.6666666666666666;0.6666666666666666
2019;4;3512;Técnicos em assistência ao usuário de tecnologia da informação e das comunicações;1;1;1
2019;4;3513;Técnicos de redes e sistemas de computadores;1;1;1
2019;4;3521;Técnicos de radiodifusão e gravação audiovisual;0.8;0.5;0.4
2019;4;4110;Escriturários gerais;1;0.8260869565217391;0.8260869565217391
2019;4;4211;Caixas de banco e afins;0;1;0
2019;4;4221;Trabalhadores de agências de viagem;0;1;0
2019;4;4222;Trabalhadores de centrais de atendimento;0.3333333333333333;0.6666666666666666;0.2222222222222222
2019;4;4225;Trabalhadores dos serviços de informações;1;1;1
2019;4;4227;Entrevistadores de pesquisas de mercado;1;1;1
2019;4;4311;Trabalhadores de contabilidade e cálculo de custos;0.5;0.5;0.25
2019;4;4312;Trabalhadores de serviços estatísticos, financeiros e de seguros;0.7142857142857143;1;0.7142857142857143
2019;4;4321;Trabalhadores de controle de abastecimento e estoques;0.2;0.6;0.12
2019;4;4412;Trabalhadores de serviços de correios;0.5;0;0
2019;4;4415;Trabalhadores de arquivos;1;1;1
2019;4;4419;Trabalhadores de apoio administrativo não classificados anteriormente;1;1;1
2019;4;5120;Cozinheiros;0.25;0.23076923076923078;0.057692307692307696
2019;4;5131;Garçons;0;0.1111111111111111;0
2019;4;5132;atendentes de bar;0;0.25;0
2019;4;5141;Cabeleireiros;0;0.7142857142857143;0
2019;4;5142;Especialistas em tratamento de beleza e afins;0.25;0.75;0.1875
2019;4;5151;Supervisores de manutenção e limpeza de edifícios em escritórios, hotéis e estabelecimentos;0;1;0
2019;4;5153;Porteiros e zeladores;0;0.35714285714285715;0
2019;4;5211;Vendedores de quiosques e postos de mercados;0;0.2222222222222222;0
2019;4;5222;Supervisores de lojas;0;0.75;0
2019;4;5223;Balconistas e vendedores de lojas;0;0.5952380952380952;0
2019;4;5230;Caixas e expedidores de bilhetes;0;0.6;0
2019;4;5241;Modelos de moda, arte e publicidade;1;1;1
2019;4;5242;Demonstradores de lojas;0;1;0
2019;4;5244;Vendedores por telefone;1;0.25;0.25
2019;4;5245;Frentistas de posto de gasolina;0;0.5;0
2019;4;5246;Balconistas dos serviços de alimentação;0;0.4;0
2019;4;5249;Vendedores não classificados anteriormente;0;0.6;0
2019;4;5311;Cuidadores de crianças;1;0.6;0.6
2019;4;5312;Ajudantes de professores;1;0.8571428571428571;0.8571428571428571
2019;4;5321;Trabalhadores de cuidados pessoais em instituições;0;0.5;0
2019;4;5322;Trabalhadores de cuidados pessoais a domicílios;0;0.26666666666666666;0
2019;4;5412;Policiais;0;1;0
2019;4;5413;Guardiões de presídios;0;1;0
2019;4;5414;Guardas de segurança;0;0.6666666666666666;0
2019;4;7112;Pedreiros;0;0.4583333333333333;0
2019;4;7113;Canteiros, cortadores e gravadores de pedras;0;1;0
2019;4;7119;Outros trabalhadores qualificados e operários da construção não classificados anteriormente;0.16666666666666666;0;0
2019;4;7123;Gesseiros;0;0.3333333333333333;0
2019;4;7125;Vidraceiros;0;1;0
2019;4;7126;Bombeiros e encanadores;0;0.5;0
2019;4;7131;Pintores e empapeladores;0;0;0
2019;4;7213;Chapistas e caldeireiros;0;0;0
2019;4;7215;Aparelhadores e emendadores de cabos;0;1;0
2019;4;7222;Ferramenteiros e afins;0;0;0
2019;4;7223;Reguladores e operadores de máquinas-ferramentas;0;0.5;0
2019;4;7231;Mecânicos e reparadores de veículos a motor;0;0.75;0
2019;4;7233;Mecânicos e reparadores de máquinas agrícolas e industriais;0;0.3333333333333333;0
2019;4;7312;Confeccionadores e afinadores de instrumentos musicais;0;0;0
2019;4;7322;Impressores;0;0;0
2019;4;7411;Eletricistas de obras e afins;0;0.14285714285714285;0
2019;4;7412;Mecânicos e ajustadores eletricistas;0;0.5;0
2019;4;7413;Instaladores e reparadores de linhas elétricas;0;0;0
2019;4;7421;Mecânicos e reparadores em eletrônica;0;0.6666666666666666;0
2019;4;7511;Magarefes e afins;0;0;0
2019;4;7512;Padeiros, confeiteiros e afins;0;0.4;0
2019;4;7515;Trabalhadores da degustação e classificação de alimentos e bebidas;0;1;0
2019;4;7522;Marceneiros e afins;0;0.75;0
2019;4;7531;Alfaiates, modistas, chapeleiros e peleteiros;0;0.5;0
2019;4;7533;Costureiros, bordadeiros e afins;0;0;0
2019;4;7534;Tapeceiros, colchoeiros e afins;0;1;0
2019;4;7543;Classificadores e provadores de produtos (exceto de bebidas e alimentos);0;0;0
2019;4;8121;Operadores de instalações de processamento de metais;0;1;0
2019;4;8131;Operadores de instalações e máquinas de produtos químicos;0;1;0
2019;4;8141;Operadores de máquinas para fabricar produtos de borracha;0;0;0
2019;4;8143;Operadores de máquinas para fabricar produtos de papel;0;1;0
2019;4;8153;Operadores de máquinas de costura;0;0.3333333333333333;0
2019;4;8211;Mecânicos montadores de maquinaria mecânica;0;0;0
2019;4;8212;Montadores de equipamentos elétricos e eletrônicos;0;1;0
2019;4;8219;Montadores não classificados anteriormente;0;0;0
2019;4;8322;Condutores de automóveis, taxis e caminhonetes;0;0.6666666666666666;0
2019;4;8331;Condutores de ônibus e bondes;0;0.3333333333333333;0
2019;4;8332;Condutores de caminhões pesados;0;0.6666666666666666;0
2019;4;8344;Operadores de empilhadeiras;0;0.5;0
2019;4;9111;Trabalhadores dos serviços domésticos em geral;0;0.4090909090909091;0
2019;4;9112;Trabalhadores de limpeza de interior de edifícios, escritórios, hotéis e outros estabelecimentos;0;0.375;0
2019;4;9313;Trabalhadores elementares da construção de edifícios;0;0.5;0
2019;4;9321;empacotadores manuais;0;0.5;0
2019;4;9329;Trabalhadores elementares da indústria de transformação não classificados anteriormente;0;0.5;0
2019;4;9333;Carregadores;0.25;0.25;0.0625
2019;4;9411;Preparadores de comidas rápidas;0;1;0
2019;4;9412;Ajudantes de cozinha;0;0.16666666666666666;0
2019;4;9621;Mensageiros, carregadores de bagagens e entregadores de encomendas;0;0.3333333333333333;0
2020;1;1211;Dirigentes financeiros;1;0.875;0.875
2020;1;1212;Dirigentes de recursos humanos;1;0.5;0.5
2020;1;1219;Dirigentes de administração e de serviços não classificados anteriormente;0.75;0.8888888888888888;0.6666666666666666
2020;1;1221;Dirigentes de vendas e  comercialização;1;0.7857142857142857;0.7857142857142857
2020;1;1222;Dirigentes de publicidade e relações públicas;1;0.8;0.8
